"","X","from_id","from_name","message","created_time","type","link","id","story","likes_count","comments_count","shares_count","total_engagement","parsed_timestamp","adjusted_timestamp","parsed_date","parsed_time","post_hour"
"58",58,310668279073583,"Ward Village","Courtyard Cinema: Vanishing Time: A Boy Who Returned
Thursday, October 12
6:00pm - 9:00pm

Admission is free, tickets required:
http://bit.ly/CCinemaOct17

During a trip to a mountain, several kids disappear, and only one is rescued. A few days later, one of the missing kids reappears, but he has become an adult over the course of the last few days.

1240 Ala Mona Blvd.
Honolulu, HI 96814
Free parking is available across the street in the T.J. Maxx Parking Garage or at Ward Centre.","2017-09-28T01:42:59+0000","event","https://www.facebook.com/events/2002975906626310/","310668279073583_2002975906626310","Ward Village added an event.",10,0,0,10,2017-09-28 01:42:59,2017-09-27 15:42:59,"09/27/17","15:42","15"
"59",59,310668279073583,"Ward Village","One of the highlights of last week's special Kona Nui Nights was the debut of “Island Style - ‘Ōiwi Ē,"" an epic music video featuring over 1,000 Hawaiian charter school youth, 30 Mana Mele Collective artists, and 15 breathtaking locations. We are excited to share this moving and inspiring video with you.  To learn more about the story behind the video, follow Mana Maoli and visit manamele.org. #musicofhawaii #weareward #manamele","2017-09-26T04:30:00+0000","video","https://www.facebook.com/WardVillage/videos/10155004516393424/","310668279073583_10155004516393424",NA,38,5,83,126,2017-09-26 04:30:00,2017-09-25 18:30:00,"09/25/17","18:30","18"
"60",60,310668279073583,"Ward Village","Earn that trip to the beach this weekend with a hike on one of Oahu's many beautiful trails. We've got 3 great recs on our blog: bit.ly/2xU8G4k. See you at the top!  #weareward #luckyweliveHI","2017-09-22T06:00:00+0000","photo","https://www.facebook.com/WardVillage/photos/a.320413001432444.1073741828.310668279073583/1004624449677959/?type=3","310668279073583_1004626579677746",NA,3,1,1,5,2017-09-22 06:00:00,2017-09-21 20:00:00,"09/21/17","20:00","20"
"61",61,310668279073583,"Ward Village","We are very excited for a special Kona Nui Nights this evening!  As part of tonight's program, we will be premiering the video for ""Island Style - 'Oiwi E"", featuring over 1,000 Hawaiian charter school youth and artists. All tickets have been reserved for tonight's concert, but you can still join our standby line by 6pm. 

In the meanwhile, check out a sneak preview below, and look for the full video on September 25. Follow our page and Mana Maoli for the latest updates. We look forward to seeing you tonight!","2017-09-20T21:11:07+0000","video","https://www.facebook.com/WardVillage/videos/10154991276178424/","310668279073583_10154991276178424",NA,13,0,1,14,2017-09-20 21:11:07,2017-09-20 11:11:07,"09/20/17","11:11","11"
"62",62,310668279073583,"Ward Village","Today on the blog, we help you get organized! Cari Nakanishi of Ward Centre's charming gift boutique Miemiko shares her  thoughts on developing a personalized planning system, the Kondo method, and the best apps to keep tabs on all your life's tasks: bit.ly/2hb3n9q.","2017-09-19T02:00:00+0000","photo","https://www.facebook.com/WardVillage/photos/a.320413001432444.1073741828.310668279073583/1003178803155857/?type=3","310668279073583_1003180599822344",NA,4,0,0,4,2017-09-19 02:00:00,2017-09-18 16:00:00,"09/18/17","16:00","16"
"63",63,310668279073583,"Ward Village","Did you know that last year alone, the Hawaii Foodbank donated more than 12 million pounds of food to families on O'ahu and Kaua'i?  As part of our continued effort to support organizations committed to creating stronger communities, the Ward Village Foundation is proud to support local nonprofits like the Hawaii Foodbank. Visit our blog for a profile on this incredible organization: bit.ly/2h4IokY","2017-09-17T02:00:02+0000","photo","https://www.facebook.com/WardVillage/photos/a.320413001432444.1073741828.310668279073583/1002196983254039/?type=3","310668279073583_1002196983254039",NA,5,0,0,5,2017-09-17 02:00:02,2017-09-16 16:00:02,"09/16/17","16:00","16"
"64",64,310668279073583,"Ward Village","Happy Aloha Friday from the Aloha State, home to the happiest people in the country!  Beautiful weather, activities galore, and good vibes all around us -- #luckywelivehawaii indeed. Check out our blog for all that makes us smile: bit.ly/2x9cXiU","2017-09-16T02:00:10+0000","photo","https://www.facebook.com/WardVillage/photos/a.320413001432444.1073741828.310668279073583/1001670289973375/?type=3","310668279073583_1001670289973375",NA,4,0,2,6,2017-09-16 02:00:10,2017-09-15 16:00:10,"09/15/17","16:00","16"
"65",65,310668279073583,"Ward Village","In the 19th century, facing persecution in the wake of Western contact, hula was forced to go underground. But thanks to a committed band of caretakers who taught hula in secret, the practice endured. Learn more by checking out our latest blog post: bit.ly/2wq8mFd.","2017-09-14T00:00:02+0000","photo","https://www.facebook.com/WardVillage/photos/a.320413001432444.1073741828.310668279073583/1000715930068811/?type=3","310668279073583_1000715930068811",NA,11,0,12,23,2017-09-14 00:00:02,2017-09-13 14:00:02,"09/13/17","14:00","14"
"66",66,310668279073583,"Ward Village","Rice: The wonder grain - versatile, hearty, and just plain yummy.  Celebrate Hawaii's beloved food at the 8th annual Rice Fest, happening at Ward Village today! Join us on Auahi St. in front of Ward Centre starting at 3pm: bit.ly/2xSTgu2","2017-09-09T22:00:00+0000","photo","https://www.facebook.com/WardVillage/photos/a.320413001432444.1073741828.310668279073583/997814107025660/?type=3","310668279073583_997815433692194",NA,6,0,1,7,2017-09-09 22:00:00,2017-09-09 12:00:00,"09/09/17","12:00","12"
"67",67,310668279073583,"Ward Village","We can’t wait for Whole Foods Market to come to Ward Village next year! To gear up, we’re reviewing the myriad of ways they have changed the way we eat, from fresh produce to sustainably sourced fisheries to crafts brews and more: bit.ly/2eKDtFm.","2017-09-08T22:00:00+0000","photo","https://www.facebook.com/WardVillage/photos/a.320413001432444.1073741828.310668279073583/997813840359020/?type=3","310668279073583_997813920359012",NA,6,0,1,7,2017-09-08 22:00:00,2017-09-08 12:00:00,"09/08/17","12:00","12"
"68",68,310668279073583,"Ward Village","A big mahalo right back to Biki Hawaii for all they've done to transform our community!  We love seeing the blue bikes all over town. #weareward #GoBikiHi #bikeshare","2017-09-07T21:36:55+0000","photo","https://www.facebook.com/GoBikiHI/photos/a.391073621068093.1073741829.353111191531003/855063708002413/?type=3","310668279073583_997820390358365","Ward Village shared Biki Hawaii's post.",14,0,0,14,2017-09-07 21:36:55,2017-09-07 11:36:55,"09/07/17","11:36","11"
"69",69,310668279073583,"Ward Village","Celebrate the short week with pau hana this weekend! New Wave Friday is from 5-9pm on September 8, and features craft cocktails, ono treats, special in-store sales, and activities for the whole family. Check out our blog for details on this week’s event: bit.ly/2j5DIzw","2017-09-07T02:00:02+0000","photo","https://www.facebook.com/WardVillage/photos/a.320413001432444.1073741828.310668279073583/997321357074935/?type=3","310668279073583_997321357074935",NA,9,0,2,11,2017-09-07 02:00:02,2017-09-06 16:00:02,"09/06/17","16:00","16"
"70",70,310668279073583,"Ward Village","The latest issue of Forward Journal is out now! Come by Ward Village to pick up your copy.  The 10th edition cover is illustrated by local artist Nick Kuchar, who is also featured in this issue.  Plus, we sit down with Amanda Dameron for her insight into smart design, delve into the history of forbidden hula, and much more.  For details on the September issue, check out our blog: bit.ly/2gEHbAE","2017-09-06T04:00:02+0000","photo","https://www.facebook.com/WardVillage/photos/a.320413001432444.1073741828.310668279073583/996876823786055/?type=3","310668279073583_996876823786055",NA,4,1,2,7,2017-09-06 04:00:02,2017-09-05 18:00:02,"09/05/17","18:00","18"
"71",71,310668279073583,"Ward Village","The Rice Festival is an opportunity for people from different cultures to come together and celebrate one of the unique elements that unite them. From food demonstrations to entertainment, this festival will celebrate the world's melting pot, Hawaii and its diversity. The otherwise ordinary grain that is consumed in Hawaii on a daily basis will be transformed and infused with new and fantastic flavors that will tantalize everyone's taste buds. This free, one day event will explore the many different uses for rice, as well as the cultures who use it, and will provide attendees with a deeper appreciation for rice and its many functions. Of course, what would a day of fun be without giving back to those who are less fortunate? A booth will be set up where you will be able to give monetary and brown rice donation to event beneficiary Lanakila Pacific. (Located on Auahi St. in front of Ward Centre.)","2017-09-06T03:19:17+0000","event","https://www.facebook.com/events/122642881799940/","310668279073583_122642881799940","Ward Village added an event.",39,0,0,39,2017-09-06 03:19:17,2017-09-05 17:19:17,"09/05/17","17:19","17"
"72",72,310668279073583,"Ward Village","Please join us for this special Kona Nui Nights event.  After great success with their first video, Hawaii Aloha, Mana Maoli is back with another epic ʻSong Across Hawaiʻiʻ as part of their Mana Mele Project. ""Island Style/ʻŌiwi Ē"" was filmed and recorded live across many locations, and is a collaboration with Playing For Change, 4 Miles LLC, 1,000 Hawaiian Charter School youth and dozens of ""Mana Mele Collective"" artists.

5:30 pm - Opening Oli/Pule - Halau Mele & Hawaiian Charter School youth
5:40 - 6:00 pm - Special guests (TBA)
6:00 - 6:30 pm - Kamakakēhau Fernandez, Pomaikaʻi Lyman and students of Kamakau Public Charter School
6:30 - 6:55 pm - Hālau Ka Liko Pua O Kalaniakea with Kapua Dalire-Moe
7:00 - 7:30 pm - Island Style/OIwi E Video Premiere & live performance feat. Mana Mele artists & Hawaiian charter school youth
7:30 - 8:15 pm - Amy Hanaialiʻi Gilliom
8:15 - 8:55 pm - Taimane, Paula Fuga
9:00 pm - Hawaii Aloha (video & live)
*subject to change

The Ward Village Foundation is a proud sponsor of Island Style and ʻŌiwi Ē. Tonight will not only be an extended concert with the musicians that worked on this video, but will also be the world premiere of the video.

Wednesday, September 20th, 2017
Ward Village Courtyard
1240 Ala Moana Blvd.

Free parking is available across the street in the T.J. Maxx Parking Garage or at Ward Centre.

Tickets are free, but must be reserved: 
http://bit.ly/KonaNuiSept17","2017-09-06T03:09:53+0000","event","https://www.facebook.com/events/1927795250827915/","310668279073583_1927795250827915","Ward Village added an event.",8,0,0,8,2017-09-06 03:09:53,2017-09-05 17:09:53,"09/05/17","17:09","17"
"73",73,310668279073583,"Ward Village","Courtyard Cinema: Take Every Wave: The Life of Laird Hamilton
Thursday, September 14
6:00pm - 9:00pm

Admission is free, tickets required:
http://bit.ly/takeeverywave 

Rory Kennedy's Take Every Wave captures the remarkable and unconventional life of legendary big wave surfer Laird Hamilton. Laird's incredible story began in 1960s Hawaii. Finding solace from an abusive home, he rebelled and funneled his energy into big wave Pipeline surfing, awakening a natural talent. More than an athlete with Hollywood good looks, Hamilton proved himself a true innovator, pushing conventions to the extreme and reinventing surfing throughout his career.

1240 Ala Mona Blvd.
Honolulu, HI 96814
Free parking is available across the street in the T.J. Maxx Parking Garage or at Ward Centre.","2017-09-06T02:58:51+0000","event","https://www.facebook.com/events/113781815980958/","310668279073583_113781815980958","Ward Village added an event.",8,0,0,8,2017-09-06 02:58:51,2017-09-05 16:58:51,"09/05/17","16:58","16"
"74",74,310668279073583,"Ward Village","Our friends at Honolulu Magazine shared five great finds from South Shore Market. You can find them too – holiday hours for all Ward Village Shops are from 10am-6pm today; view the holiday schedule: bit.ly/2gmEEey","2017-09-04T20:00:03+0000","link","http://bit.ly/2gwwjIE","310668279073583_996185690521835",NA,4,0,1,5,2017-09-04 20:00:03,2017-09-04 10:00:03,"09/04/17","10:00","10"
"75",75,310668279073583,"Ward Village","What are your plans for the long weekend?  It’s always a good time to bike, surf, swim, hike, and play in Hawaii!  #luckywelivehawaii bit.ly/2eN8HMk","2017-09-02T20:00:02+0000","photo","https://www.facebook.com/WardVillage/photos/a.320413001432444.1073741828.310668279073583/995230363950701/?type=3","310668279073583_995230363950701",NA,8,0,1,9,2017-09-02 20:00:02,2017-09-02 10:00:02,"09/02/17","10:00","10"
"76",76,310668279073583,"Ward Village","From the IBM building to the State Capitol to the Liljestrand house, we're taking a look at Honolulu's iconic midcentury architecture in our latest blog post: bit.ly/2ewe0mm","2017-09-02T02:00:02+0000","photo","https://www.facebook.com/WardVillage/photos/a.320413001432444.1073741828.310668279073583/994873400653064/?type=3","310668279073583_994873400653064",NA,18,0,0,18,2017-09-02 02:00:02,2017-09-01 16:00:02,"09/01/17","16:00","16"
"77",77,310668279073583,"Ward Village","New Wave Friday is a fun family-friendly event featuring activities, shopping exclusives, food, libations, live music by Kimo Opiana aka Keemz & more!

Free parking is available in the T.J. Maxx Parking Garage or at Ward Centre.

Visit our website for more info:
bit.ly/2wradex","2017-08-31T22:15:13+0000","event","https://www.facebook.com/events/346964332418539/","310668279073583_346964332418539","Ward Village added an event.",14,0,0,14,2017-08-31 22:15:13,2017-08-31 12:15:13,"08/31/17","12:15","12"
"78",78,310668279073583,"Ward Village","The Smarter Living Event Series explores innovative solutions to 21st century living in Hawaiʻi. At our event on Wednesday, August 30, writer and designer Graham Hill discusses ""Less Stuff, More Happiness,"" the centerpiece of his world-renowned TED Talk which has garnered over 3.5 million views. Tickets are free -- RSVP today to reserve your seat!  bit.ly/2vpeO3S","2017-08-29T20:45:05+0000","photo","https://www.facebook.com/WardVillage/photos/a.320413001432444.1073741828.310668279073583/993153540825050/?type=3","310668279073583_993153540825050",NA,6,1,1,8,2017-08-29 20:45:05,2017-08-29 10:45:05,"08/29/17","10:45","10"
"79",79,310668279073583,"Ward Village","Surf. Work. Yoga. Eat. Not a bad way to spend the day. Join Napali Souza as he details a perfect day in the life at Ward Village: bit.ly/2wf5KOZ.","2017-08-26T01:00:00+0000","photo","https://www.facebook.com/WardVillage/photos/a.320413001432444.1073741828.310668279073583/987835894690148/?type=3","310668279073583_987835978023473",NA,6,0,1,7,2017-08-26 01:00:00,2017-08-25 15:00:00,"08/25/17","15:00","15"
"80",80,310668279073583,"Ward Village","Wondering what the surf looks like today? Check out the Ward Village surf cam before hitting the waves today: bit.ly/2ibCFxT.","2017-08-23T18:00:00+0000","photo","https://www.facebook.com/WardVillage/photos/a.320413001432444.1073741828.310668279073583/987840548023016/?type=3","310668279073583_987840738022997",NA,6,0,2,8,2017-08-23 18:00:00,2017-08-23 08:00:00,"08/23/17","08:00","08"
"81",81,310668279073583,"Ward Village","Congratulations to our Ward & Win Collect and Save winner, Lillian Ng, who's from Honolulu! Lillian is winning a $1,000 Ward Village gift card and a $1,000 Texaco gift card—for simply accumulating the most game pieces during our Ward & Win promotion. 

We will post her full story soon, so be on look out. Congratulations, Lillian!","2017-08-21T22:22:23+0000","photo","https://www.facebook.com/WardVillage/photos/a.320413001432444.1073741828.310668279073583/989300924543645/?type=3","310668279073583_989300991210305",NA,8,1,1,10,2017-08-21 22:22:23,2017-08-21 12:22:23,"08/21/17","12:22","12"
"82",82,310668279073583,"Ward Village","We talk story with Meleana Estes, a local girl with a background in fashion, who's weaving some of the most beautiful and artful lei we've cast our eyes on: bit.ly/2waEEs3.","2017-08-19T22:00:00+0000","photo","https://www.facebook.com/WardVillage/photos/a.320413001432444.1073741828.310668279073583/987842321356172/?type=3","310668279073583_987842474689490",NA,8,0,1,9,2017-08-19 22:00:00,2017-08-19 12:00:00,"08/19/17","12:00","12"
"83",83,310668279073583,"Ward Village","Biki has come to Ward Village! Stations were installed this week, with locations in front of REAL Gastropub and Ross, as well as at Kolowalu Park near South Shore Market. Ditch the car and bike our way this weekend! Visit our website for station info: http://bit.ly/2vRjrki.","2017-08-19T01:45:12+0000","photo","https://www.facebook.com/WardVillage/photos/a.987827308024340.1073741855.310668279073583/987827314691006/?type=3","310668279073583_987827491357655","Ward Village added 3 new photos.",10,0,1,11,2017-08-19 01:45:12,2017-08-18 15:45:12,"08/18/17","15:45","15"
"84",84,310668279073583,"Ward Village","Big Bad Wolf's Amy Wong let us tag along with her for an art stroll through Ward Village.  Did your favorite piece make the list? Visit our blog to find out! http://bit.ly/2fPoLjS","2017-08-18T05:00:00+0000","photo","https://www.facebook.com/WardVillage/photos/a.320413001432444.1073741828.310668279073583/987374974736240/?type=3","310668279073583_987375138069557",NA,5,0,0,5,2017-08-18 05:00:00,2017-08-17 19:00:00,"08/17/17","19:00","19"
"85",85,310668279073583,"Ward Village","We’re gearing up for Kona Nui Nights tomorrow! Tickets are sold out, but you might be able to squeeze in on standby. The standby line is admitted after ticket holders take their seats at 6pm (admission and seating not guaranteed). If you don’t make it this month, be on the lookout for our event in September! http://bit.ly/2w8a6HE.","2017-08-16T02:00:00+0000","photo","https://www.facebook.com/WardVillage/photos/a.320413001432444.1073741828.310668279073583/986074418199629/?type=3","310668279073583_986074508199620",NA,10,0,0,10,2017-08-16 02:00:00,2017-08-15 16:00:00,"08/15/17","16:00","16"
"86",86,310668279073583,"Ward Village","Live music, craft cocktails, in-store sales, and a whole lot of mouth-watering food. Yep, #NewWaveFriday is going down at South Shore Market tonight from 5-9 pm. Come pau hana with us! http://bit.ly/2fzZ473","2017-08-11T22:46:39+0000","photo","https://www.facebook.com/WardVillage/photos/a.320413001432444.1073741828.310668279073583/983885638418507/?type=3","310668279073583_983885831751821",NA,7,0,0,7,2017-08-11 22:46:39,2017-08-11 12:46:39,"08/11/17","12:46","12"
"87",87,310668279073583,"Ward Village","Consolidated Theatres is celebrating 100 years in Hawaii with special deals on movie tickets and concessions! Join us at Consolidated Theatres Ward 16 to join in the fun. Visit our website for full details: http://bit.ly/2vGnwtO","2017-08-10T00:10:00+0000","photo","https://www.facebook.com/WardVillage/photos/a.320413001432444.1073741828.310668279073583/982903651850039/?type=3","310668279073583_982905701849834",NA,14,0,1,15,2017-08-10 00:10:00,2017-08-09 14:10:00,"08/09/17","14:10","14"
"88",88,310668279073583,"Ward Village","Kona Nui Nights
Featuring music by Osorio ‘Ohana (Duncan Kamakana of The Voice, Jamaica & Jon Osorio - Hoku Award Winner) and hula by Niulii Heine and Na Pualei o Likolehua.

Wednesday, August 16th, 2017
Ward Village Courtyard
1240 Ala Moana Blvd.

Free parking is available across the street in the T.J. Maxx Parking Garage or at Ward Centre.

Tickets are free, but must be reserved: 
http://bit.ly/KonaNuiAug17","2017-08-08T23:52:48+0000","event","https://www.facebook.com/events/109752313026799/","310668279073583_109752313026799","Ward Village added an event.",10,0,0,10,2017-08-08 23:52:48,2017-08-08 13:52:48,"08/08/17","13:52","13"
"89",89,310668279073583,"Ward Village","New Wave Friday is a fun family-friendly event featuring activations, shopping exclusives, food, libations, live entertainment & more. Bring the entire family and enjoy kid-friendly activities and activations. Art Explorium will be at New Wave Friday with earth-friendly art activities. Also, live musical performance by Simple Souls with special guest appearance by Irie Love!

Free parking is available in the T.J. Maxx Parking Garage or at Ward Centre.

Visit our website for more info:
http://bit.ly/2hIhqDu","2017-08-08T23:52:45+0000","event","https://www.facebook.com/events/811858115646616/","310668279073583_811858115646616","Ward Village added an event.",11,0,0,11,2017-08-08 23:52:45,2017-08-08 13:52:45,"08/08/17","13:52","13"
"90",90,310668279073583,"Ward Village","Courtyard Cinema: Barbecue
Thursday, August 10
6:00pm - 9:00pm

Admission is free, tickets required:
http://bit.ly/CC2017Barbecue

Barbecue is about more than grilling a piece of meat. It's a ritual performed religiously across the world. For some it's a path to salvation. Every culture has a form of barbecue. It is the pride of nations. It brings the world together.

1240 Ala Mona Blvd.
Honolulu, HI 96814
Free parking is available across the street in the T.J. Maxx Parking Garage or at Ward Centre.","2017-08-08T23:52:41+0000","event","https://www.facebook.com/events/330649297348315/","310668279073583_330649297348315","Ward Village added an event.",6,0,0,6,2017-08-08 23:52:41,2017-08-08 13:52:41,"08/08/17","13:52","13"
"91",91,310668279073583,"Ward Village","Barbecue: It’s not just grilling a piece of meat. It’s about cultures across the world coming together. Join us for a free screening of “Barbecue” at Courtyard Cinema this Thursday, August 10. RSVP today; tickets required for admission: http://bit.ly/2una2PG.","2017-08-08T22:00:00+0000","photo","https://www.facebook.com/WardVillage/photos/a.320413001432444.1073741828.310668279073583/982383345235403/?type=3","310668279073583_982383448568726",NA,4,0,0,4,2017-08-08 22:00:00,2017-08-08 12:00:00,"08/08/17","12:00","12"
"92",92,310668279073583,"Ward Village","The Honolulu Surf Film Festival marked 10 years with its film festival last month, and featured special screenings, premieres, and talk story sessions. Visit our blog to relive this year's celebration of surf celluloid: http://bit.ly/2wogaZn","2017-08-08T05:00:00+0000","photo","https://www.facebook.com/WardVillage/photos/a.320413001432444.1073741828.310668279073583/981941551946249/?type=3","310668279073583_981942705279467",NA,5,0,1,6,2017-08-08 05:00:00,2017-08-07 19:00:00,"08/07/17","19:00","19"
"93",93,310668279073583,"Ward Village","Where are you brunching this weekend? Let us help you decide! We talk story with Chef Brian Chan, founder of Scratch Kitchen and Meatery, to learn more about his love affair with Southern cuisine and serving food that makes people smile. http://bit.ly/2v4m024.","2017-08-04T06:55:00+0000","photo","https://www.facebook.com/WardVillage/photos/a.320413001432444.1073741828.310668279073583/979719048835166/?type=3","310668279073583_979719495501788",NA,11,0,1,12,2017-08-04 06:55:00,2017-08-03 20:55:00,"08/03/17","20:55","20"
"94",94,310668279073583,"Ward Village","There's nothing like enjoying local fruit on long summer days. Check out our blog for five summer fruits to enjoy at your next beach barbecue: http://bit.ly/2u0SH3b.","2017-08-01T19:15:00+0000","photo","https://www.facebook.com/WardVillage/photos/a.320413001432444.1073741828.310668279073583/978407868966284/?type=3","310668279073583_978408045632933",NA,7,0,1,8,2017-08-01 19:15:00,2017-08-01 09:15:00,"08/01/17","09:15","09"
"95",95,310668279073583,"Ward Village","Today we say goodbye to Ward Warehouse.  Mahalo for all the memories and to everyone who made this such a special place.","2017-08-01T05:00:00+0000","photo","https://www.facebook.com/WardVillage/photos/a.320413001432444.1073741828.310668279073583/978100525663685/?type=3","310668279073583_978100865663651",NA,62,12,32,106,2017-08-01 05:00:00,2017-07-31 19:00:00,"07/31/17","19:00","19"
"96",96,310668279073583,"Ward Village","Just 11 hours left to get your Ward & Win Game Pieces! Don't forget to save all of your Game Pieces for the Ward & Win Finale on August 9th. > http://bit.ly/2wf4vLB","2017-07-31T22:00:02+0000","photo","https://www.facebook.com/WardVillage/photos/a.320413001432444.1073741828.310668279073583/977977315676006/?type=3","310668279073583_977977315676006",NA,0,0,0,0,2017-07-31 22:00:02,2017-07-31 12:00:02,"07/31/17","12:00","12"
"97",97,310668279073583,"Ward Village","Nothing beats the summer sun like a mouthwatering cocktail! Visit our blog to try your hand at making three delicious craft cocktails at home: http://bit.ly/2eUFNN8.","2017-07-29T22:00:00+0000","video","https://www.facebook.com/WardVillage/videos/976582579148813/","310668279073583_976582579148813","Ward Village is with REAL a gastropub and 2 others.",8,0,1,9,2017-07-29 22:00:00,2017-07-29 12:00:00,"07/29/17","12:00","12"
"98",98,310668279073583,"Ward Village","Get a head start on next week's meal planning!  Visit the Kaka‘ako Farmers Market Saturday morning from 8am-noon.  Don’t forget, the new location is at 333 Ward Avenue, next to Ross at Ward Gateway Center: http://bit.ly/2tQF4Ds.","2017-07-29T06:00:00+0000","photo","https://www.facebook.com/WardVillage/photos/a.320413001432444.1073741828.310668279073583/976494902490914/?type=3","310668279073583_976495015824236",NA,10,0,2,12,2017-07-29 06:00:00,2017-07-28 20:00:00,"07/28/17","20:00","20"
"99",99,310668279073583,"Ward Village","Looking for some new tunes to add to your playlist? Check out these songs by our New Wave Friday artists! http://bit.ly/2tO88vb","2017-07-27T22:00:03+0000","photo","https://www.facebook.com/WardVillage/photos/a.320413001432444.1073741828.310668279073583/975896942550710/?type=3","310668279073583_975896942550710",NA,1,0,1,2,2017-07-27 22:00:03,2017-07-27 12:00:03,"07/27/17","12:00","12"
"100",100,310668279073583,"Ward Village","There are few things in this world more beautiful than a bon dance. Explore the fascinating story behind Hawai'i's love affair with the Japanese tradition here: bit.ly/2uW11kg.","2017-07-27T05:00:00+0000","photo","https://www.facebook.com/WardVillage/photos/a.320413001432444.1073741828.310668279073583/974749115998826/?type=3","310668279073583_974749315998806",NA,8,0,0,8,2017-07-27 05:00:00,2017-07-26 19:00:00,"07/26/17","19:00","19"
"101",101,310668279073583,"Ward Village","This is your final week for a chance to win 10 round-trip tickets from Alaska Airlines! Shop, dine, and play before Ward & Win ends on July 31: bit.ly/2tXJIuI.","2017-07-26T05:00:00+0000","photo","https://www.facebook.com/WardVillage/photos/a.320413001432444.1073741828.310668279073583/974709872669417/?type=3","310668279073583_974710832669321",NA,1,0,0,1,2017-07-26 05:00:00,2017-07-25 19:00:00,"07/25/17","19:00","19"
"102",102,310668279073583,"Ward Village","There are few better ways to close out a work week than with a frosty beer in your hands and a four-legged friend by your side. Enjoy both at REAL a gastropub: bit.ly/2uki6BA.","2017-07-21T23:22:02+0000","link","http://bit.ly/2uki6BA","310668279073583_972136512926753",NA,4,1,1,6,2017-07-21 23:22:02,2017-07-21 13:22:02,"07/21/17","13:22","13"
"103",103,310668279073583,"Ward Village","Meet Val, the local girl and fashionista behind Ward Village's POSHd. When we asked her for a fun fact about herself she said, ""I love to dance and be quirky! I have no shame. I also have a really cool happy dance."" (Want to see it? Head on over to our Instagram and check out our story!)

Learn more about POSHd here: http://bit.ly/2tjRfs6","2017-07-17T22:15:03+0000","photo","https://www.facebook.com/WardVillage/photos/a.320413001432444.1073741828.310668279073583/969741503166254/?type=3","310668279073583_969741503166254",NA,2,0,0,2,2017-07-17 22:15:03,2017-07-17 12:15:03,"07/17/17","12:15","12"
"104",104,310668279073583,"Ward Village","From shopping deals to free keiki activities, we've planned something fun for everyone at South Shore Market's New Wave Friday. Tonight from 5pm - 9pm.","2017-07-14T22:00:01+0000","photo","https://www.facebook.com/WardVillage/photos/a.320413001432444.1073741828.310668279073583/967780550029016/?type=3","310668279073583_967780550029016",NA,4,0,0,4,2017-07-14 22:00:01,2017-07-14 12:00:01,"07/14/17","12:00","12"
"105",105,310668279073583,"Ward Village","Starting this weekend, our Kaka‘ako Farmers Market has a new home next to Ross at Ward Gateway Center. Visit them at 333 Ward Avenue. > http://bit.ly/2uXr5Zh","2017-07-13T22:00:03+0000","photo","https://www.facebook.com/WardVillage/photos/a.320413001432444.1073741828.310668279073583/967165616757176/?type=3","310668279073583_967165616757176",NA,4,0,0,4,2017-07-13 22:00:03,2017-07-13 12:00:03,"07/13/17","12:00","12"
"106",106,310668279073583,"Ward Village","Will you be the one to win 10 roundtrip tickets to anywhere Alaska Airlines flies? 2 weeks left of Ward & Win! Details here: http://bit.ly/2tO7WJ4","2017-07-12T22:45:02+0000","photo","https://www.facebook.com/WardVillage/photos/a.320413001432444.1073741828.310668279073583/966507513489653/?type=3","310668279073583_966507513489653",NA,3,0,0,3,2017-07-12 22:45:02,2017-07-12 12:45:02,"07/12/17","12:45","12"
"107",107,310668279073583,"Ward Village","What happens when you leave behind your limitations to find deeper meaning in the saltwater wilderness that lies just beyond the shore? Learn about it in a screening of Fishpeople brought to you by Patagonia. Details & tickets: http://bit.ly/2sDXaUu","2017-07-09T18:00:02+0000","photo","https://www.facebook.com/WardVillage/photos/a.320413001432444.1073741828.310668279073583/964476517026086/?type=3","310668279073583_964476517026086",NA,11,2,5,18,2017-07-09 18:00:02,2017-07-09 08:00:02,"07/09/17","08:00","08"
"108",108,310668279073583,"Ward Village","It's not just Aloha Friday, it's Follower Friday too! Every Friday, we'll be posting a picture from YOU! Want to be featured? Tag #WeAreWard!

Photo by: Rich Baloy on Instagram (@rbaloylife)","2017-07-07T22:15:02+0000","photo","https://www.facebook.com/WardVillage/photos/a.320413001432444.1073741828.310668279073583/963356587138079/?type=3","310668279073583_963356587138079",NA,8,1,0,9,2017-07-07 22:15:02,2017-07-07 12:15:02,"07/07/17","12:15","12"
"109",109,310668279073583,"Ward Village","Happy Fourth of July! From all of us at Ward Village, have a safe and happy holiday! PS: The Shops are open today until 6:00pm.","2017-07-04T18:00:02+0000","photo","https://www.facebook.com/WardVillage/photos/a.320413001432444.1073741828.310668279073583/961287240678347/?type=3","310668279073583_961287240678347",NA,5,0,0,5,2017-07-04 18:00:02,2017-07-04 08:00:02,"07/04/17","08:00","08"
"110",110,310668279073583,"Ward Village","What if we told you that every 1 in 2 Ward & Win Game Pieces is a winner? 1 month left to play and win one of over 690,000 prizes, not including the Grand Prize of 10 Roundtrip Tickets to anywhere Alaska Airlines flies! Learn more: http://bit.ly/2ssYoG4","2017-07-01T18:00:02+0000","photo","https://www.facebook.com/WardVillage/photos/a.320413001432444.1073741828.310668279073583/959397880867283/?type=3","310668279073583_959397880867283",NA,3,0,1,4,2017-07-01 18:00:02,2017-07-01 08:00:02,"07/01/17","08:00","08"
